iter	Logloss
161	0.3601306871
162	0.3590662874
163	0.3578332404
164	0.3570377446
165	0.3559818771
166	0.3546649792
167	0.3533160636
168	0.3524834478
169	0.3513392461
170	0.3503961161
171	0.3490741073
172	0.348256272
173	0.3466512467
174	0.3452673705
175	0.3440653667
176	0.3428667245
177	0.3418400431
178	0.3409359764
179	0.339910607
180	0.3386677238
181	0.3375627241
182	0.3363120168
183	0.335167632
184	0.3340797747
185	0.3328773221
186	0.331803013
187	0.3306862633
188	0.3297164727
189	0.3287646304
190	0.3277640774
191	0.3268499748
192	0.3258806417
193	0.3248080209
194	0.3236915096
195	0.3225870563
196	0.3215492971
197	0.3204451354
198	0.3195137619
199	0.3184553478
200	0.3174635208
201	0.3164271461
202	0.3153963707
203	0.3142990233
204	0.3131615879
205	0.3121859482
206	0.3111989462
207	0.3104000429
208	0.3095782464
209	0.3083851129
210	0.307582285
211	0.3067261383
212	0.3058597094
213	0.3049232536
214	0.3041696146
215	0.3034733749
216	0.302573943
217	0.3013965071
218	0.3002557209
219	0.2990407621
220	0.2981441186
221	0.2968557032
222	0.2958964935
223	0.2952886051
224	0.2939239216
225	0.2929401886
226	0.2918774191
227	0.2911790394
228	0.2902395251
229	0.2894260962
230	0.2886581112
231	0.2875912728
232	0.2868267212
233	0.2860347815
234	0.2848764313
235	0.2836204631
236	0.2827344817
237	0.2818990113
238	0.2812301524
239	0.2804165224
240	0.2794463448
241	0.2782679207
242	0.2772708564
243	0.2764377996
244	0.2756768795
245	0.2748556956
246	0.2742464858
247	0.2733334655
248	0.2724687701
249	0.272018136
250	0.2710252541
251	0.2701805363
252	0.2693611427
253	0.2684375543
254	0.2674019021
255	0.2666216593
256	0.2656520533
257	0.264537147
258	0.26375811
259	0.2630203273
260	0.2621951089
261	0.2611956201
262	0.2603752584
263	0.2597658404
264	0.2591263831
265	0.258403465
266	0.2577621377
267	0.2568518606
268	0.2558826
269	0.2550270012
270	0.2543459255
271	0.2533343607
272	0.2524880329
273	0.2519189493
274	0.2513563145
275	0.250594338
276	0.2500392787
277	0.2495822411
278	0.2489605761
279	0.2481913351
280	0.2474794524
281	0.246810809
282	0.2461303753
283	0.2455371546
284	0.2449709989
285	0.2437237853
286	0.2431641731
287	0.2425180034
288	0.2417908031
289	0.2411777822
290	0.2403401847
291	0.2397634387
292	0.2391382614
293	0.238526684
294	0.2377173994
295	0.2370513074
296	0.2364259226
297	0.235851644
298	0.2351328048
299	0.2343085473
300	0.2335871695
301	0.2328737299
302	0.2323358519
303	0.2316417385
304	0.23113181
305	0.2305960411
306	0.2300000945
307	0.2293892517
308	0.2287055211
309	0.2282419621
310	0.2275025694
311	0.226812828
312	0.2262513372
313	0.2255837206
314	0.2249642611
315	0.2244423649
316	0.2237223875
317	0.2232262779
318	0.2226688122
319	0.2219914974
320	0.2215493587
321	0.2210013464
322	0.2204555912
323	0.2196226213
324	0.2190183092
325	0.2184084345
326	0.2177942079
327	0.2173594962
328	0.2168797456
329	0.2163603485
330	0.2156847292
331	0.2150597501
332	0.2145176444
333	0.2138459309
334	0.2132946892
335	0.2127578531
336	0.2122167428
337	0.2118659142
338	0.2114523678
339	0.2108384672
340	0.2101591646
341	0.2094587727
342	0.2089136056
343	0.2082616586
344	0.2077117426
345	0.2072891234
346	0.2068717523
347	0.2060874887
348	0.2055752119
349	0.2050398761
350	0.2046302859
351	0.2040697437
352	0.2033007231
353	0.2027002961
354	0.202040347
355	0.2016042794
356	0.2010155119
357	0.200618866
358	0.2001516173
359	0.1995173599
360	0.1989649477
361	0.1985693035
362	0.1981347354
363	0.1976470272
364	0.1970362512
365	0.1964186667
366	0.1960088137
367	0.1956696675
368	0.1950557455
369	0.1943313192
370	0.1937121174
371	0.1932274979
372	0.1926977893
373	0.1921931189
374	0.1917576072
375	0.1914517865
376	0.1910396218
377	0.1905065761
378	0.1899760172
379	0.1894431962
380	0.1891510587
381	0.1888403153
382	0.1883230094
383	0.1877440128
384	0.1872887827
385	0.1867382885
386	0.1863167279
387	0.1858722503
388	0.1854625114
389	0.1852102438
390	0.1849298003
391	0.1843847194
392	0.1838942551
393	0.1834071961
394	0.1830254233
395	0.1826326517
396	0.1821759831
397	0.1816902663
398	0.1811914308
399	0.1805991882
400	0.1802032762
401	0.1795858978
402	0.1793422412
403	0.1787602672
404	0.1782644003
405	0.1776669621
406	0.1770906262
407	0.1765364882
408	0.1759451577
409	0.1756269774
410	0.175149481
411	0.1746399388
412	0.1741455542
413	0.1737184022
414	0.1733790133
415	0.1729605614
416	0.1725338626
417	0.1722401187
418	0.1718152345
419	0.1713987718
420	0.1710396416
421	0.170597513
422	0.1702665184
423	0.1699142664
424	0.169341287
425	0.1690062263
426	0.1686602321
427	0.1682137912
428	0.1677998908
429	0.1674237395
430	0.1669879793
431	0.1665782914
432	0.166111666
433	0.1657359291
434	0.1654068461
435	0.1651339143
436	0.1646217431
437	0.164145405
438	0.1636186443
439	0.1631643334
440	0.1627118817
441	0.1622549805
442	0.161959325
443	0.1616317192
444	0.1611542328
445	0.1608155442
446	0.1603789775
447	0.1601516748
448	0.1598224511
449	0.1595174484
450	0.1592087308
451	0.1587840161
452	0.1582654636
453	0.1579084432
454	0.1575310726
455	0.1572512683
456	0.1568812814
457	0.1564695124
458	0.1561190788
459	0.1557059159
460	0.1554053361
461	0.1550700262
462	0.1548363645
463	0.1545402472
464	0.1540885324
465	0.153721655
466	0.153410732
467	0.1530798458
468	0.1527427133
469	0.1524411382
470	0.1520175647
471	0.1517133584
472	0.1511935067
473	0.1509454351
474	0.1506350486
475	0.1503092912
476	0.1499841572
477	0.1495874546
478	0.1493368982
479	0.1488383477
480	0.148494561
481	0.1481364822
482	0.1478655827
483	0.1475188517
484	0.147169004
485	0.1467366405
486	0.1464241643
487	0.1461162739
488	0.1458353135
489	0.1456385923
490	0.1451928443
491	0.1449008232
492	0.1446147698
493	0.1442471039
494	0.1439664077
495	0.1436203517
496	0.1433324397
497	0.1430612917
498	0.142750819
499	0.1425239666
500	0.1422449954
501	0.1419651508
502	0.1416696468
503	0.14141955
504	0.1410590338
505	0.1407694328
506	0.1405461883
507	0.1403045022
508	0.140079132
509	0.1397279515
510	0.1393745434
511	0.1390990852
512	0.1388166324
513	0.1385534269
514	0.1382483833
515	0.1379460096
516	0.1376833528
517	0.137384801
518	0.1372293593
519	0.136966263
520	0.1365863903
521	0.1364183225
522	0.1360487579
523	0.1356582024
524	0.1353482195
525	0.1350715692
526	0.1347119593
527	0.1344517656
528	0.1342445483
529	0.1338779395
530	0.1335635171
531	0.1331996559
532	0.1329903718
533	0.1326382491
534	0.1322244147
535	0.1319793578
536	0.1315974141
537	0.1314563277
538	0.1313101915
539	0.1310839107
540	0.1307599731
541	0.130473361
542	0.1303114877
543	0.1299715918
544	0.129643255
545	0.1293111365
546	0.1290309874
547	0.128877983
548	0.1287153715
549	0.128527818
550	0.1283030151
551	0.1281323749
552	0.1277932158
553	0.1274413402
554	0.1271552321
555	0.1267346388
556	0.1264194193
557	0.1261620881
558	0.1259281362
559	0.1254949742
560	0.1251941216
561	0.1249911225
562	0.1247273109
563	0.1244254787
564	0.1242994343
565	0.1240594085
566	0.1239466538
567	0.1236855783
568	0.123422166
569	0.1232081637
570	0.122911831
571	0.1226247089
572	0.1224570734
573	0.1221372277
574	0.1219109354
575	0.121691
576	0.1214942903
577	0.1212310044
578	0.1210427184
579	0.1207692939
580	0.1205478562
581	0.1202957113
582	0.1200410472
583	0.1197876011
584	0.1195224883
585	0.1192738665
586	0.1190133095
587	0.1187847048
588	0.1185807248
589	0.1183287839
590	0.1181217288
591	0.1178658942
592	0.1176207956
593	0.1173577021
594	0.1171603217
595	0.116826112
596	0.1164751254
597	0.1161755998
598	0.1159543934
599	0.115734231
600	0.1155730041
601	0.1153294925
602	0.1150665369
603	0.1149061416
604	0.1146944
605	0.1144698959
606	0.1142641593
607	0.1140626755
608	0.1138096746
609	0.113539555
610	0.1133302019
611	0.1130655803
612	0.112846116
613	0.1126238725
614	0.1123809771
615	0.1121360968
616	0.1119328249
617	0.111700598
618	0.1115094639
619	0.1112356947
620	0.1109478273
621	0.1107553114
622	0.1105707252
623	0.1103291066
624	0.1100836001
625	0.1099106921
626	0.1096214846
627	0.1094643194
628	0.1093428393
629	0.1091698135
630	0.1089260262
631	0.1086519037
632	0.1084660952
633	0.1081937911
634	0.1080178985
635	0.1078243773
636	0.1076002782
637	0.1074445923
638	0.1073091834
639	0.1070725501
640	0.106845534
641	0.1066597154
642	0.1064343496
643	0.1061919999
644	0.1059090043
645	0.1056932671
646	0.1055413327
647	0.1052732769
648	0.1050823697
649	0.1048720328
650	0.1046509527
651	0.1044337778
652	0.1042735519
653	0.1040060879
654	0.1038458577
655	0.103611959
656	0.103471272
657	0.1033090252
658	0.1030896399
659	0.1029475137
660	0.1027550941
661	0.1025145528
662	0.1023250402
663	0.1020998294
664	0.1018413176
665	0.1016214325
666	0.1014326969
667	0.1012504747
668	0.101045057
669	0.1007749158
670	0.1006115172
671	0.10039604
672	0.1001666756
673	0.0999065652
674	0.09972134268
675	0.09957537306
676	0.0993463634
677	0.09912169841
678	0.09896113212
679	0.09873676875
680	0.09849154806
681	0.09823559853
682	0.0980643393
683	0.09791259019
684	0.09771566937
685	0.09752293667
686	0.09732986933
687	0.0971605433
688	0.09698300189
689	0.09683256982
690	0.09667375432
691	0.09656681497
692	0.09645273312
693	0.09632102122
694	0.09612452984
695	0.09596817896
696	0.09577650622
697	0.0956162717
698	0.0954787487
699	0.09530144571
700	0.09507100123
701	0.09483577975
702	0.09468814407
703	0.09458219
704	0.09432835033
705	0.09421380313
706	0.09401508555
707	0.09382427457
708	0.09362403169
709	0.09346939857
710	0.09338708958
711	0.09322046085
712	0.09307764094
713	0.09293382283
714	0.09283202384
715	0.09267877383
716	0.09248631834
717	0.09231357402
718	0.09219405737
719	0.09206268874
720	0.09191603258
721	0.09165220232
722	0.0914886127
723	0.09137032693
724	0.09117560214
725	0.09099626828
726	0.09084231739
727	0.09065080982
728	0.09051115972
729	0.09032390491
730	0.09015421839
731	0.08996192088
732	0.08983867714
733	0.08971766248
734	0.08951613127
735	0.08931864313
736	0.08916528972
737	0.08900380853
738	0.08882811701
739	0.08865322406
740	0.08849855503
741	0.08831094834
742	0.08818869849
743	0.08796204573
744	0.08779597857
745	0.08762341522
746	0.08752260869
747	0.08737405668
748	0.08720529798
749	0.08706797606
750	0.08693384981
751	0.08678886258
752	0.0866217685
753	0.08638081062
754	0.08625579168
755	0.0860678015
756	0.08592510942
757	0.08577154774
758	0.08567220332
759	0.08554211726
760	0.085369811
761	0.08519495683
762	0.08510722597
763	0.08492625047
764	0.08475693737
765	0.08459158691
766	0.08438849018
767	0.08422528692
768	0.08415174053
769	0.08403090971
770	0.08383725781
771	0.08370361271
772	0.08356077413
773	0.08336745831
774	0.08322827213
775	0.08308015818
776	0.08294281184
777	0.08278225847
778	0.08261389761
779	0.08243240506
780	0.08229379912
781	0.08218301779
782	0.08203779789
783	0.08188238919
784	0.08169623599
785	0.08154659386
786	0.08140988666
787	0.08122437833
788	0.08105226023
789	0.08096361304
790	0.08086786069
791	0.08074936378
792	0.08062038651
793	0.08041641511
794	0.08023127878
795	0.08009777155
796	0.079933606
797	0.07980409731
798	0.0796378535
799	0.07948886056
800	0.07935857916
801	0.07922753369
802	0.0791153994
803	0.07894893727
804	0.0788569752
805	0.07868025676
806	0.07853149219
807	0.0783849179
808	0.07818205242
809	0.07805205253
810	0.07783463059
811	0.07770893229
812	0.07757823439
813	0.07741550365
814	0.07728948651
815	0.077132192
816	0.0770267837
817	0.07693801874
818	0.07675955238
819	0.07663830073
820	0.07652522282
821	0.07638444671
822	0.07625825147
823	0.07611477806
824	0.07596890323
825	0.07584177442
826	0.07566875291
827	0.07557119663
828	0.07543923194
829	0.07528638122
830	0.07518286016
831	0.0751017806
832	0.07498088946
833	0.0749095506
834	0.0747459538
835	0.0745870866
836	0.07446830818
837	0.07434869531
838	0.07419830202
839	0.07406586768
840	0.0739218528
841	0.07376723117
842	0.0736355839
843	0.07352974041
844	0.07337473099
845	0.07326531267
846	0.07314031526
847	0.07305546554
848	0.07289598649
849	0.07276083332
850	0.07261018868
851	0.07249181529
852	0.07241366283
853	0.07228739578
854	0.07219917947
855	0.07207664381
856	0.07193189644
857	0.07180443873
858	0.07170482141
859	0.07162304241
860	0.07153485051
861	0.07133024572
862	0.07120318872
863	0.07111478857
864	0.07102600638
865	0.07094871998
866	0.07077913543
867	0.07062363625
868	0.07053702136
869	0.07042137973
870	0.07032090785
871	0.07022419751
872	0.07013234317
873	0.07005078678
874	0.06994032285
875	0.06976230317
876	0.06963904938
877	0.06948777997
878	0.06937981083
879	0.06925518398
880	0.06914786546
881	0.06907165625
882	0.06899482945
883	0.06887639431
884	0.06876665426
885	0.0686444992
886	0.06850834065
887	0.0684224439
888	0.06831852787
889	0.06821454146
890	0.06809121155
891	0.06799483299
892	0.06789229864
893	0.06778123723
894	0.06768818505
895	0.06759354293
896	0.06746847084
897	0.06731752315
898	0.06718587444
899	0.06709458455
900	0.06700123218
901	0.06688639773
902	0.06675594112
903	0.06660958658
904	0.06650802457
905	0.06641687973
906	0.06633524004
907	0.0661922722
908	0.06608108009
909	0.06595959434
910	0.06589228561
911	0.06576183043
912	0.06564982972
913	0.06549447129
914	0.0653704333
915	0.06528878068
916	0.06515404259
917	0.06506056671
918	0.06498029577
919	0.06488091543
920	0.06477452617
921	0.06467530526
922	0.06455177715
923	0.06442329826
924	0.06431624832
925	0.06417809193
926	0.06403630038
927	0.06392610935
928	0.06383636342
929	0.06374447317
930	0.063666855
931	0.0635728951
932	0.0634929588
933	0.06339608618
934	0.06331894771
935	0.06323354072
936	0.06314771721
937	0.06299989482
938	0.06290825304
939	0.06278335617
940	0.06271519718
941	0.06259044107
942	0.06247072335
943	0.06232961976
944	0.06222399028
945	0.06216338744
946	0.0620743065
947	0.06199649299
948	0.06189348611
949	0.06180445401
950	0.06170956629
951	0.06165294906
952	0.06155063733
953	0.06144810441
954	0.06132432495
955	0.06124156211
956	0.06111058988
957	0.0610274651
958	0.06094637405
959	0.06084788276
960	0.06075345752
961	0.06065601326
962	0.06058060118
963	0.06047556917
964	0.06037414792
965	0.06028565585
966	0.06019475948
967	0.06005470724
968	0.05992686174
969	0.05980264997
970	0.05971121788
971	0.05963104891
972	0.05953386175
973	0.05941423451
974	0.05931757732
975	0.0592035285
976	0.05910203687
977	0.05900146588
978	0.0588842774
979	0.058793641
980	0.05869094579
981	0.05861301451
982	0.05852144741
983	0.0584450558
984	0.05834391318
985	0.05825703259
986	0.05817042058
987	0.05806890166
988	0.05799682744
989	0.05790055804
990	0.05782047668
991	0.05773942585
992	0.05762752137
993	0.05752008076
994	0.057440403
995	0.0573452151
996	0.0572537471
997	0.05712714827
998	0.05701606532
999	0.05694190422
